rowid,artist,album,track,genre,release_year,null_response,duration_ms,time_signature,tempo,key,mode,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,popularity,song_age,popularity_per_year
30695786,Shorty Rogers,"""The Three"" & ""The Two"" (Remastered 1991)",Three On A Row,cool jazz,1960,0,308827,,145.721,0,1,0.406,0.477,-13.992,0.0461,0.617,0.0633,0.273,0.441,1.0,66,0.0152
134388718,Hemant Kumar,Duniya Jhukti Hai,Gumsum Sa Yeh Jahan,bangla pop,1960,0,187987,,126.414,5,1,0.59,0.13,-19.326,0.0454,0.993,0.925,0.138,0.656,7.0,66,0.1061
56237587,Gregorio Barrios,Bésame Mucho,Amore de Mis Amores,bolero,1960,0,160387,,100.088,5,1,0.418,0.257,-7.623,0.0316,0.97,4.52e-05,0.119,0.296,1.0,66,0.0152
169344775,Paulinho Nogueira,"Brasil, Violão e Sambalanço!",Brigas Nunca Mais,bossa nova,1960,0,139773,,105.004,9,0,0.751,0.377,-16.796,0.0613,0.824,0.904,0.0903,0.69,2.0,66,0.0303
94645432,Cisco Houston,Cisco Houston Sings Songs of the Open Road,Muleskinner Blues,folk,1960,0,401267,,133.026,7,1,0.547,0.297,-16.156,0.0332,0.865,0.000785,0.322,0.43,4.0,66,0.0606
72293508,Ral Donner,I Don't Need You,That's Alright With Me,doo-wop,1960,0,127360,,100.432,5,1,0.529,0.895,-5.106,0.0336,0.273,0.835,0.259,0.801,2.0,66,0.0303
2642669,Muddy Waters,Muddy Waters Sings Big Bill Broonzy,Tell Me Baby,blues,1960,0,135973,,79.064,5,1,0.819,0.447,-9.899,0.0578,0.738,0.00122,0.0958,0.84,32.0,66,0.4848
786462,The Zodiacs,Running Around,Come And Get It,doo-wop,1960,0,134733,,125.483,5,1,0.52,0.748,-7.354,0.0378,0.676,0.0,0.176,0.862,2.0,66,0.0303
25496916,Hemant Kumar,Manzil (Original Motion Picture Soundtrack),"Yaad Aa Gai Woh Nashili Nigahen, Pt. 1",bangla pop,1960,0,210453,,126.57,5,0,0.366,0.204,-12.595,0.0337,0.959,0.00316,0.123,0.504,2.0,66,0.0303
124613824,Count Basie,String Along with Basie,The One I Love,big band,1960,0,220707,,84.767,0,1,0.31,0.267,-12.876,0.029,0.74,0.31,0.36,0.307,3.0,66,0.0455
123555392,Gerry Mulligan,The Concert Jazz Band,I'm Gonna Go Fishin',cool jazz,1960,0,353280,,121.565,0,1,0.511,0.508,-9.392,0.0444,0.562,0.0,0.282,0.698,6.0,66,0.0909
118647576,Orquestra Rio de Janeiro,Velhas Ideias Novas - 30 Anos de Samba,Copacabana,bossa nova,1960,0,127152,,90.829,5,0,0.518,0.365,-14.012,0.0442,0.367,0.00105,0.358,0.852,4.0,66,0.0606
2527508,The Jive Five,Hurry Back,She's My Girl,doo-wop,1960,0,138093,,102.288,2,0,0.493,0.709,-4.978,0.0469,0.797,0.0,0.643,0.772,2.0,66,0.0303
15818591,Jimmy Reed,Now Appearing,Wanta Be With You,blues,1960,0,185387,,72.918,4,1,0.598,0.384,-8.984,0.0279,0.785,0.0641,0.068,0.528,1.0,66,0.0152
102185738,Mohamed Abdel Mottaleb,امرك عجب,امرك عجب,egyptian pop,1960,0,439980,,99.921,0,1,0.475,0.488,-10.713,0.0691,0.94,0.209,0.972,0.763,8.0,66,0.1212
96799827,The Brothers Four,Roamin',Times,folk,1960,0,114827,,110.881,8,1,0.643,0.304,-14.521,0.0508,0.876,8.27e-06,0.103,0.603,1.0,66,0.0152
72293503,Ral Donner,I Don't Need You,Girl Of My Best Friend,doo-wop,1960,0,137040,,134.584,1,0,0.641,0.335,-9.845,0.0341,0.867,3.63e-06,0.128,0.726,19.0,66,0.2879
104365482,Frank Sinatra,Nice 'n' Easy (2020 Mix / Expanded Edition),Nevertheless (I'm In Love With You) - 2020 Mix,christmas,1960,0,196267,,199.455,8,1,0.196,0.235,-12.744,0.032,0.944,0.000465,0.173,0.363,15.0,66,0.2273
2483375,Brenda Lee,This Is...Brenda,I Want To Be Wanted (Per Tutta La Vita),christmas,1960,0,185960,,107.61,8,1,0.515,0.412,-6.322,0.0277,0.593,0.0,0.218,0.392,37.0,66,0.5606
6788685,Les Baxter,Les Baxter's Teen Drums,Ting Ting Ting,exotica,1960,0,182013,,142.428,7,1,0.548,0.882,-8.532,0.0435,0.389,0.444,0.0933,0.711,2.0,66,0.0303
28899637,Sérgio Ricardo,Não Gosto Mais De Mim: A Bossa Romântica De Sergio Ricardo,Ausência De Você,bossa nova,1960,0,134200,,168.192,2,0,0.308,0.239,-10.366,0.033,0.784,1.68e-06,0.429,0.375,3.0,66,0.0455
13627904,Jerold Ottley,O Holy Night: Christmas With Marilyn Horne and The Mormon Tabernacle Choir,Joy To The World,choral,1960,0,142800,,97.202,2,1,0.292,0.386,-12.085,0.0545,0.98,6.21e-05,0.129,0.215,2.0,66,0.0303
180149538,Renato Fasano,La Serva Padrona,"La Serva Padrona - Intermezzo Primo: Stizzoso, Mio Stizzoso - Aria",classical,1960,0,209933,,125.817,10,1,0.534,0.179,-14.829,0.0453,0.959,0.0,0.18,0.389,1.0,66,0.0152
6788663,Les Baxter,The Sacred Idol,Fruit Of Dreams,exotica,1960,0,151600,,100.512,7,1,0.217,0.382,-18.35,0.0565,0.975,0.973,0.133,0.0803,34.0,66,0.5152
193867403,Juliette Gréco,Les Plus Belles Chansons,Les feuilles mortes,chanson,1960,0,179507,,88.252,7,0,0.222,0.346,-8.435,0.036,0.975,0.00048,0.318,0.301,6.0,66,0.0909
4349637,Philadelphia Orchestra,"Tchaikovsky: Violin Concerto in D Major, Op. 35 - Sibelius: Violin Concerto in D Minor, Op. 47","Violin Concerto in D Major, Op. 35, TH 59: I. Allegro moderato",classical,1960,0,1134520,,71.724,2,1,0.284,0.232,-16.412,0.0552,0.848,0.578,0.202,0.216,4.0,66,0.0606
124613806,Count Basie,In Disco Order,Moonlight Serenade,big band,1960,0,194467,,78.474,1,1,0.608,0.387,-8.292,0.192,0.97,0.00489,0.347,0.772,1.0,66,0.0152
118647579,Orquestra Rio de Janeiro,Velhas Ideias Novas - 30 Anos de Samba,Aquarela do Brasil,bossa nova,1960,0,136008,,106.691,5,0,0.433,0.606,-10.525,0.0394,0.356,0.178,0.303,0.873,3.0,66,0.0455
79681231,The Kingston Trio,Sold Out,The Mountains O'Mourne - Remastered,folk,1960,0,171373,,129.92,7,1,0.495,0.197,-14.269,0.0392,0.879,0.000101,0.117,0.463,5.0,66,0.0758
2879761,Buddy Morrow,Revolving Bandstand,So in Love,big band,1960,0,158867,,172.448,8,1,0.404,0.539,-8.157,0.0406,0.686,0.00409,0.199,0.778,1.0,66,0.0152
5440008,New York Philharmonic,Leonard Bernstein: The Complete Mahler Symphonies,"Symphony No. 4 in G Major: I. Bedächtig, nicht eilen",classical,1960,0,1013013,,126.158,7,1,0.287,0.2,-16.869,0.0397,0.89,0.868,0.148,0.122,15.0,66,0.2273
3284319,Herbert von Karajan,The Vienna of Johann Strauss,Die Fledermaus: Overture,classical,1960,0,489000,,106.895,2,1,0.313,0.128,-22.96,0.0456,0.867,0.803,0.172,0.18,1.0,66,0.0152
124621972,Charles Aznavour,C'est ça,Dis moi,chanson,1960,0,168893,,110.504,0,0,0.418,0.299,-12.177,0.034,0.955,0.000623,0.369,0.694,4.0,66,0.0606
147348488,Pete Seeger with Memphis Slim and Willie Dixon,Pete Seeger at the Village Gate with Memphis Slim and Willie Dixon,Jacob's Ladder,folk,1960,0,283027,,127.58,4,0,0.308,0.581,-15.657,0.0527,0.919,0.265,0.228,0.268,1.0,66,0.0152
49669049,The Ray Conniff Singers,Young At Heart,Remember,christmas,1960,0,138293,,170.16,5,1,0.531,0.68,-10.984,0.0338,0.473,0.000459,0.293,0.886,8.0,66,0.1212
124982891,Buddy Greco,Songs for Swinging Losers,Blame It on My Youth,adult standards,1960,0,177827,,91.79,2,1,0.293,0.183,-13.425,0.0312,0.786,0.0,0.123,0.163,3.0,66,0.0455
159690461,Orquesta RGE,Voltei,Qualquer Madrugada,bossa nova,1960,0,165840,,98.215,7,1,0.563,0.183,-12.902,0.0378,0.842,7.18e-06,0.155,0.395,2.0,66,0.0303
51620689,Javier Solís,Canciones De Sus Peliculas,El Loco,bolero,1960,0,174400,,113.289,7,1,0.608,0.289,-11.09,0.031,0.905,0.00717,0.0745,0.589,22.0,66,0.3333
4351916,Philadelphia Orchestra,The Handel Collection,"Water Music Suite, HWV 348-350: V. Hornpipe",classical,1960,0,52440,,121.071,5,1,0.653,0.146,-20.145,0.0498,0.959,0.927,0.474,0.769,1.0,66,0.0152
152532054,Hemant Kumar,Chayanika - Hemanta Mukherjee,Kato Din Pare Ele,bangla pop,1960,0,184880,,88.328,8,0,0.536,0.242,-16.03,0.0313,0.909,0.000134,0.112,0.541,14.0,66,0.2121
51022205,New York Philharmonic,"Copland: Appalachian Spring, Rodeo, Billy the Kid & Fanfare for the Common Man",Fanfare for the Common Man,classical,1960,0,123173,,112.953,10,1,0.297,0.192,-12.201,0.0305,0.972,0.916,0.161,0.0408,25.0,66,0.3788
5439956,Willem Mengelberg,Mahler: Symphony No.4 in G,"Symphony No. 4 in G: 4. Sehr behaglich: ""Wir genießen die himmlischen Freuden""",choral,1960,0,596000,,60.089,4,0,0.196,0.198,-19.068,0.0935,0.941,0.0471,0.309,0.195,1.0,66,0.0152
63388832,Flatt & Scruggs,Songs of Glory,When the Angels Carry Me Home,bluegrass,1960,0,138040,,130.633,3,1,0.543,0.549,-10.448,0.0371,0.449,0.0,0.369,0.842,3.0,66,0.0455
35452986,Alvin & The Chipmunks,Sing Again With The Chipmunks,When Johnny Comes Marching Home,christmas,1960,0,94280,,116.757,1,1,0.865,0.696,-8.135,0.0908,0.817,0.928,0.0975,0.84,8.0,66,0.1212
2641913,Dion & The Belmonts,Wish Upon A Star,"When The Red, Red Robin Comes Bob, Bob, Bobbin' Along",doo-wop,1960,0,121000,,164.306,7,1,0.341,0.717,-4.247,0.0391,0.729,0.0,0.715,0.927,22.0,66,0.3333
7110752,Henry Mancini,High Time (Music From The Motion Picture Score),Tiger!,exotica,1960,0,136760,,104.174,0,0,0.554,0.429,-14.878,0.0374,0.827,0.0417,0.324,0.833,1.0,66,0.0152
15703987,Bukka White,Big Boat up the River,Alabama Blues,country blues,1960,0,433507,,101.459,0,1,0.702,0.538,-13.057,0.0502,0.287,0.00369,0.0948,0.792,1.0,66,0.0152
24030351,Arthur Rubinstein,"Brahms: Piano Sonata No. 3 in F Minor, Op. 5; Intermezzo No. 6 in E Major, Op. 116 & Romance No. 5 in F Major, Op. 118","Piano Sonata No. 3 in F Minor, Op. 5: II. Andante",classical piano,1960,0,623373,,76.449,8,1,0.343,0.00554,-31.612,0.0439,0.994,0.894,0.0725,0.0395,1.0,66,0.0152
34802600,"Johnny ""Guitar"" Watson",Untouchable / Johnny Guitar,Johnny Guitar,blues,1960,0,146471,,120.274,6,1,0.793,0.831,-5.865,0.0419,0.678,0.0,0.297,0.742,3.0,66,0.0455
15818593,Jimmy Reed,Now Appearing,Tell The World I Do,blues,1960,0,243187,,166.266,9,1,0.5,0.343,-8.912,0.0345,0.835,0.0644,0.183,0.358,1.0,66,0.0152
4351932,Philadelphia Orchestra,The Handel Collection,"Samson, HWV 57: Awake the Trumpet's Lofty Sound",classical,1960,0,258640,,81.101,7,1,0.13,0.077,-26.394,0.0526,0.706,0.915,0.247,0.192,3.0,66,0.0455
28819794,Nelson Gonçalves,Meu Perfil,Meu Perfil,brega,1960,0,168600,,101.69,0,0,0.358,0.214,-10.313,0.0308,0.928,4.94e-05,0.746,0.236,1.0,66,0.0152
76361736,The Andrews Sisters,That Christmas Feeling,Here Comes Santa Claus (Right Down Santa Claus Lane),big band,1960,0,183400,,152.079,1,1,0.654,0.33,-6.506,0.0411,0.852,0.0,0.562,0.762,2.0,66,0.0303
14921991,Otis Spann,Otis Spann Is The Blues (Remastered),The Hard Way - Remastered,blues,1960,0,304507,,105.387,5,1,0.502,0.461,-9.01,0.027,0.989,0.0623,0.14,0.608,13.0,66,0.197
124140237,Andy Williams,"The Cadence Singles, A & B sides",Lips of Wine - Original Cadence Hit Recording Remastered,christmas,1960,0,143467,,152.157,5,1,0.573,0.45,-9.352,0.0341,0.688,0.0,0.207,0.819,1.0,66,0.0152
15556440,Count Basie Orchestra,Dance Along with Basie,Misty - 2004 Remaster,big band,1960,0,218587,,73.883,3,1,0.281,0.183,-15.544,0.0318,0.861,0.149,0.304,0.155,4.0,66,0.0606
2835274,Serge Lama,"Algérie : Révolution et guerre (Chants antimilitaristes français et des patriotes algériens, 1954-1962)",L'Algérie,chanson,1960,0,233267,,80.2,10,1,0.391,0.415,-14.423,0.0371,0.176,0.0,0.103,0.705,3.0,66,0.0455
125067280,Lucho Barrios,Brujerías,Me Enamoré de Ti,bolero,1960,0,185969,,102.51,7,1,0.812,0.545,-8.498,0.038,0.846,0.167,0.0924,0.789,1.0,66,0.0152
6890627,New York Philharmonic,Tchaikovsky: Ballet Music,"The Nutcracker Suite, Op. 71a, TH 35: IIe. Danses caractéristiques. Danse chinoise",classical,1960,0,68533,,116.63,5,1,0.591,0.261,-21.372,0.0353,0.939,0.75,0.157,0.905,5.0,66,0.0758
7110753,Andy Williams,High Time (Music From The Motion Picture Score),"The Second Time Around (From the 20th Century-Fox Picture, ""High Time"")",christmas,1960,0,199987,,77.78,1,1,0.285,0.0725,-17.82,0.0312,0.752,0.000247,0.31,0.104,1.0,66,0.0152
2566282,Pat Boone,Moonglow,It's A Sin To Tell A Lie,adult standards,1960,0,120293,,99.117,9,1,0.309,0.164,-12.668,0.032,0.925,0.000443,0.107,0.182,1.0,66,0.0152
35004558,Astrid Lindgren Deutsch,Tomte Tummetott und der Fuchs - Filmhörspiel,Kapitel 1.3 & Kapitel 2.1 - Tomte Tummetott und der Fuchs - Filmhörspiel,children's music,1960,0,191120,,124.516,0,1,0.668,0.381,-14.718,0.832,0.388,2.87e-06,0.124,0.519,19.0,66,0.2879
7110799,Henry Mancini,The Blues and The Beat,The Beat,exotica,1960,0,192493,,136.663,9,0,0.509,0.429,-10.366,0.0358,0.798,0.636,0.188,0.428,9.0,66,0.1364
185926933,The Angels,A Moment Ago,Wow Wow Wee (He's the Boy for Me),doo-wop,1960,0,120540,,91.324,9,1,0.494,0.946,-4.336,0.0517,0.742,2.82e-05,0.817,0.755,1.0,66,0.0152
14450245,Sirkazhi Govindarajan,Padikkatha Medhai (Original Motion Picture Soundtrack),Engiruntho Vanthaan,devotional,1960,0,247173,,84.479,6,0,0.266,0.555,-6.558,0.0377,0.942,2.3e-05,0.141,0.471,3.0,66,0.0455
116969837,Eddie Lund and His Tahitians,Lure of Tahiti,Papio,exotica,1960,0,151812,,132.043,0,1,0.742,0.609,-9.888,0.0323,0.992,0.00983,0.196,0.942,2.0,66,0.0303
4141016,La Lupe,Con El Diablo En El Cuerpo,La Mentira,bolero,1960,0,158400,,140.521,5,0,0.394,0.617,-4.558,0.0421,0.849,0.000121,0.153,0.547,5.0,66,0.0758
15687794,Big Bill Broonzy,The Big Bill Broonzy Story,Key To The Highway,blues,1960,0,152467,,103.725,9,1,0.689,0.302,-12.286,0.0526,0.88,2.54e-05,0.122,0.455,8.0,66,0.1212
6890610,Richard P. Condie,The Joy of Christmas,"Joseph lieber, Joseph mein (Joseph Dearest, Joseph Mine)",choral,1960,0,144867,,69.818,5,1,0.168,0.0679,-27.301,0.0424,0.986,0.00395,0.105,0.153,2.0,66,0.0303
76361731,Bing Crosby,That Christmas Feeling,Christmas Is A Comin',christmas,1960,0,161640,,112.178,0,1,0.701,0.314,-9.974,0.0542,0.82,0.0,0.119,0.86,25.0,66,0.3788
123437244,João Gilberto,"O Amor, O Sorriso e a Flor (Ultimate Mix)",Só Em Teus Braços - Ultimate Mix,bossa nova,1960,0,107547,,154.545,6,0,0.38,0.344,-9.326,0.0413,0.759,0.0,0.105,0.583,19.0,66,0.2879
86582,Dean Martin,This Time I'm Swingin',Imagination - Remastered/1998,christmas,1960,0,194680,,81.564,2,0,0.528,0.155,-15.274,0.0338,0.771,2.13e-05,0.15,0.412,33.0,66,0.5
3196348,Elliot Lawrence,Bye Bye Birdie! - Original Broadway Cast,Bye Bye Birdie - Original Broadway Cast: The Telephone Hour,big band,1960,0,182267,,82.401,2,1,0.538,0.419,-12.986,0.122,0.819,0.000185,0.283,0.715,1.0,66,0.0152
124621969,Charles Aznavour,C'est ça,Tant que l'on s'aimera,chanson,1960,0,147933,,100.042,5,1,0.514,0.294,-9.769,0.0289,0.723,0.0,0.113,0.478,3.0,66,0.0455
15815725,Lonnie Johnson,Chicago Blues,Swing out rhythm,blues,1960,0,148566,,116.034,2,1,0.541,0.726,-4.508,0.0589,0.877,0.902,0.284,0.843,1.0,66,0.0152
113989876,Johnny Cash,Sings Hank Williams,Give My Love To Rose,country,1960,0,166000,,79.949,5,1,0.676,0.342,-11.568,0.0463,0.78,0.000576,0.0919,0.71,27.0,66,0.4091
4351912,Philadelphia Orchestra,The Handel Collection,"Water Music Suite, HWV 348-350: I. Allegro",classical,1960,0,155587,,125.952,5,1,0.515,0.249,-17.429,0.0358,0.979,0.939,0.137,0.509,1.0,66,0.0152
102208189,Mighty Spoiler,Calypsos by the Mighty Spoiler,Fountain of Youth,calypso,1960,0,262019,,93.889,8,1,0.578,0.473,-8.439,0.188,0.99,0.00209,0.0651,0.834,3.0,66,0.0455
88883601,Las Tres Conchitas,Evocación Trío Garnica Ascencio,Imposible,bolero,1960,0,152964,,130.166,2,1,0.768,0.395,-7.708,0.0322,0.758,5.26e-06,0.35,0.674,1.0,66,0.0152
7102772,Walter Wanderley,O Sucesso É Samba,Mulata Assanhada,bossa nova,1960,0,168360,,97.801,3,1,0.79,0.747,-7.214,0.0407,0.681,0.498,0.139,0.96,2.0,66,0.0303
124310555,The Everly Brothers,It's Everly Time,I Want You to Know,doo-wop,1960,0,122027,,112.938,0,1,0.64,0.555,-10.941,0.0261,0.502,0.0,0.267,0.963,9.0,66,0.1364
49068575,Bunny Berigan,Bunny,Chicken And Waffles,big band,1960,0,182440,,115.001,10,1,0.709,0.508,-10.235,0.143,0.955,0.876,0.0949,0.915,1.0,66,0.0152
49821704,The Broom Dusters,Blues After Hours,Blues Before Sunrise,blues,1960,0,165547,,108.446,2,1,0.515,0.681,-5.086,0.0317,0.616,0.000497,0.079,0.667,13.0,66,0.197
15703986,Bukka White,Big Boat up the River,1963 Isn't 1962 Blues,country blues,1960,0,324416,,112.928,9,1,0.56,0.286,-18.08,0.0419,0.942,0.0,0.121,0.596,1.0,66,0.0152
62167012,Tak Shindo,Brass And Bamboo,The Song Of Delilah,exotica,1960,0,173133,,124.075,4,0,0.416,0.31,-11.833,0.0366,0.401,0.134,0.163,0.408,14.0,66,0.2121
86583,Dean Martin,This Time I'm Swingin',Until The Real Thing Comes Along - Remastered/1998,christmas,1960,0,182120,,102.361,5,1,0.634,0.165,-14.302,0.0378,0.744,0.0,0.0598,0.521,36.0,66,0.5455
23889721,Antal Doráti,Wagner: Le vaisseau fantôme (Les indispensables de Diapason),"Le vaisseau fantôme, Act II: “Summ’ und brumm’, du gutes Rädchen”",classical,1960,0,239400,,81.062,4,1,0.276,0.0907,-24.808,0.04,0.965,0.0724,0.227,0.0753,1.0,66,0.0152
89236,Dinah Shore,"Dinah Sings, Previn Plays",My Melancholy Baby,big band,1960,0,219467,,70.739,9,0,0.398,0.165,-14.197,0.0348,0.947,0.000322,0.237,0.133,39.0,66,0.5909
76361732,Bing Crosby,That Christmas Feeling,The Christmas Song,christmas,1960,0,174800,,166.684,9,1,0.24,0.173,-14.537,0.0332,0.928,0.564,0.192,0.173,2.0,66,0.0303
94645442,Cisco Houston,Cisco Houston Sings Songs of the Open Road,The Tramp,folk,1960,0,197120,,135.462,0,1,0.701,0.129,-18.47,0.427,0.942,0.0,0.11,0.763,6.0,66,0.0909
123390750,Stan Getz,"At Large (Live In Kildevælds Church, Copenhagen, Denmark / 1960)","Amour - Live In Kildevælds Church, Copenhagen, Denmark / 1960",bossa nova,1960,0,350840,,68.813,7,1,0.412,0.0625,-19.086,0.0415,0.955,0.00031,0.116,0.203,4.0,66,0.0606
25890075,Juilliard String Quartet,"Debussy: String Quartet in G Minor, Op. 10, L. 85 - Ravel: String Quartet in F Major, M. 35","String Quartet in F Major, M. 35: III. Très lent",chamber music,1960,0,518693,,53.133,6,1,0.0784,0.065,-24.799,0.0514,0.983,0.785,0.679,0.0373,6.0,66,0.0909
3702261,Sviatoslav Richter,Sviatoslav Richter - The Complete Album Collection,"Etude in E Major, Op. 10, No. 3, ""Tristesse""",classical piano,1960,0,243413,,97.198,4,1,0.355,0.0241,-25.165,0.0556,0.994,0.87,0.0832,0.0393,9.0,66,0.1364
2483394,Brenda Lee,Brenda Lee,That's All You Gotta Do,christmas,1960,0,148973,,195.855,1,1,0.405,0.57,-7.919,0.042,0.43,5.09e-06,0.238,0.956,26.0,66,0.3939
6890611,The Tabernacle Choir at Temple Square,The Joy of Christmas,Once in Royal David's City,choral,1960,0,234173,,78.161,7,1,0.0847,0.294,-17.227,0.0394,0.959,0.337,0.0837,0.194,4.0,66,0.0606
29661614,Pete Seeger,Songs of the Civil War,Tenting Tonight,folk,1960,0,330827,,71.431,10,1,0.468,0.145,-15.423,0.0328,0.903,0.0,0.09,0.345,3.0,66,0.0455
88636033,The Video All-Stars,Swingin' Things from Can-Can (Remastered from the Original Somerset Tapes),I Love Paris,exotica,1960,0,196565,,173.877,7,0,0.446,0.317,-15.578,0.036,0.632,0.341,0.156,0.733,1.0,66,0.0152
49813468,Roosevelt Sykes,The Honeydripper,Jailbait,blues,1960,0,145133,,130.993,5,1,0.62,0.482,-8.957,0.0473,0.908,4.15e-06,0.328,0.833,3.0,66,0.0455
5444844,Walter Hendl,"Sibelius: Violin Concerto in D Minor, Op. 47","Violin Concerto in D Minor, Op. 47: II. Adagio di molto",classical,1960,0,378680,,100.945,10,1,0.163,0.174,-18.2,0.0405,0.957,0.724,0.176,0.0396,9.0,66,0.1364
74808617,Lightnin' Slim,Lightning Slim presents Rooster Blues,It's Mighty Crazy,blues,1960,0,156853,,134.791,9,1,0.602,0.708,-10.65,0.216,0.757,0.0,0.532,0.571,10.0,66,0.1515
15578874,The Marcels,One Last Kiss,My Melancholy Baby,doo-wop,1960,0,149947,,135.229,0,0,0.693,0.589,-10.451,0.0447,0.699,0.0,0.114,0.964,16.0,66,0.2424
90614331,Pan World,Please Take A Chance On Me b/w Love Is Funny,Please Take A Chance On Me,exotica,1960,0,144724,,97.56,9,0,0.655,0.508,-7.811,0.0269,0.63,0.0,0.197,0.551,29.0,66,0.4394
34174136,Al Hirt,"Swingin' Dixie! At Dan's Pier 600 in New Orleans, Vol. 3",Mack the Knife,big band,1960,0,148640,,94.717,0,1,0.486,0.537,-9.765,0.0354,0.663,0.178,0.0776,0.944,2.0,66,0.0303
111226078,Johnny Cash,Sings Hank Williams and Other Favorite Tunes (2017 Definitive Expanded Remastered Edition),I Love You Because (2017 Remaster),country,1960,0,144461,,122.97,8,1,0.476,0.378,-13.284,0.0346,0.574,2.02e-05,0.409,0.547,3.0,66,0.0455
54942809,John Eliot Gardiner,The Vivaldi Collection,"Concerto in D Major for Lute and Strings, RV 93: I. Allegro giusto",choral,1960,0,230213,,110.395,2,1,0.629,0.222,-15.951,0.0331,0.932,0.94,0.0809,0.551,1.0,66,0.0152
48413716,Eduardo Falú,Yo Soy Eduardo Falu Vol. 4,Zamba de un triste,folklore argentino,1960,0,205767,,117.095,11,1,0.597,0.187,-12.478,0.0485,0.986,0.456,0.112,0.346,1.0,66,0.0152
96097658,Johnny Cymbal,Walk Right In,Bunny,doo-wop,1960,0,138480,,78.793,0,1,0.576,0.506,-8.679,0.0462,0.713,0.000482,0.251,0.786,1.0,66,0.0152
123343094,Conway Twitty,Lonely Blue Boy,Easy To Fall In Love,country,1960,0,132400,,137.915,2,1,0.688,0.318,-13.095,0.0388,0.847,0.00018,0.0616,0.936,5.0,66,0.0758
62167566,Si Zentner,The Swingin’ Eye,I'm Always Chasing Rainbows,exotica,1960,0,192200,,99.352,8,1,0.607,0.0681,-16.26,0.0291,0.695,0.0387,0.0983,0.488,21.0,66,0.3182
58838032,Georges Brassens,Georges Brassens et sa guitare N°7,Embrasse-les tous,chanson,1960,0,140987,,141.323,6,1,0.651,0.207,-15.442,0.473,0.906,0.0,0.117,0.897,18.0,66,0.2727
123390759,Stan Getz,"At Large (Live In Kildevælds Church, Copenhagen, Denmark / 1960)","Land's End - Live In Kildevælds Church, Copenhagen, Denmark / 1960",bossa nova,1960,0,423667,,137.382,9,0,0.557,0.285,-16.36,0.0384,0.768,2.22e-05,0.107,0.602,6.0,66,0.0909
123464961,Dinah Shore,Dinah Sings Some Blues With Red,Do Nothin' 'Til You Hear From Me,big band,1960,0,212333,,84.548,2,0,0.456,0.0583,-17.455,0.0362,0.935,2.47e-06,0.0712,0.2,1.0,66,0.0152
15635596,Anne Shelton,Swinging on a Star,Swinging on a Star,big band,1960,0,192827,,134.902,0,1,0.64,0.185,-11.009,0.0658,0.968,0.0,0.358,0.777,2.0,66,0.0303
178671998,Bob Newhart,The Button-Down Mind of Bob Newhart,Nobody Will Ever Play Baseball,comedy,1960,0,201467,,87.076,4,0,0.502,0.649,-17.258,0.936,0.776,0.0,0.968,0.453,1.0,66,0.0152
125067275,Lucho Barrios,Poquita fe,Mi cruz,bolero,1960,0,171547,,148.949,5,0,0.747,0.6,-5.57,0.0802,0.922,0.469,0.0925,0.871,5.0,66,0.0758
59818475,Barry Harris,"At The Jazz Workshop (Live From The Jazz Workshop, San Francisco, CA / May 15 & 16, 1960)","Woody'n You - Take 1 / Live From The Jazz Workshop, San Francisco, CA / May 15 & 16, 1960",bebop,1960,0,269333,,118.589,1,1,0.583,0.454,-16.327,0.0501,0.856,0.511,0.77,0.765,6.0,66,0.0909
15635606,Anne Shelton,Swinging on a Star,Fools Rush In Where Angels Fear To Tread,big band,1960,0,211493,,103.781,5,1,0.389,0.263,-10.52,0.0323,0.971,0.00706,0.201,0.356,2.0,66,0.0303
754256,Neil Sedaka,Circulate (Expanded Edition),I Found My World In You,doo-wop,1960,0,218827,,85.531,8,0,0.168,0.473,-6.623,0.0308,0.594,0.00133,0.267,0.205,14.0,66,0.2121
11314492,Dinah Shore,Christmas Big Band & Swing Hits,O Little Town of Bethlehem,big band,1960,0,141268,,93.817,0,1,0.295,0.0885,-17.209,0.0369,0.99,0.00105,0.156,0.113,1.0,66,0.0152
49068581,Bunny Berigan,Bunny,Hi-Ho (The Dwarfs' Marching Song),big band,1960,0,168133,,92.485,1,1,0.707,0.38,-9.679,0.0584,0.963,0.00388,0.0888,0.962,17.0,66,0.2576
62766852,Elizeth Cardoso,A Meiga Elizeth,Pra Que?,bossa nova,1960,0,159387,,88.09,9,0,0.559,0.621,-7.553,0.0523,0.858,0.000189,0.132,0.731,1.0,66,0.0152
123360557,Paul Anka,Anka At The Copa (Live / Remastered),Hits Medley: I'm A Do It Yourself Man - Live / Remastered,adult standards,1960,0,542693,,126.217,0,1,0.48,0.243,-15.687,0.107,0.799,0.0,0.171,0.468,10.0,66,0.1515
3044945,Sir Adrian Boult,Kathleen Ferrier,"St. Matthew Passion, BWV 244: Aria ""Grief for Sin""",classical,1960,0,361333,,174.368,6,0,0.172,0.216,-16.542,0.0461,0.953,0.0506,0.112,0.118,3.0,66,0.0455
123558845,Johnny Cash,Mean Eyed Cat / Port of Lonely Hearts,Mean Eyed Cat,country,1960,0,152413,,115.361,5,1,0.807,0.482,-11.297,0.0328,0.671,0.0,0.0923,0.857,8.0,66,0.1212
